Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	Time
110	61.505203	61.323093	386.56378	4.5516024	183.77777	46.796524	13.710056	65.33358	-7.3193903	133200	-6.45717e-08	2446.9739	-0.004467053	-36.590206	0.76425	0.01031985	0.12166667	3875.1418483257294
111	54.97124	39.11534	198.92476	4.652349	184.63637	53.531967	12.278121	76.15489	-26.330048	134400	-3.973643e-08	1061.0983	-0.003630679	-27.582361	0.54159766	0.0077098347	0.10666666	3913.341685295105
112	30.813385	19.635138	86.11962	5.145825	190.22223	39.209736	13.691653	68.01245	-5.377396	135600	-3.973643e-08	382.48328	-0.009285022	-115.892456	0.49499962	0.006794414	0.07916667	3952.6189699172974
113	59.943733	58.544838	304.21497	5.7565036	185.0238	34.851997	12.314819	53.41948	-19.40918	136800	2.9802322e-08	2591.4402	-0.008232219	-210.04156	0.6554747	0.0112478295	0.12583335	3990.8192145824432
114	32.08573	23.28008	108.92737	6.6520905	186.60464	36.000626	11.905208	55.317142	-10.382046	138000	1.4901161e-08	234.54366	-0.008585083	-20.598677	0.5440461	0.011469415	0.071666665	4029.8331480026245
115	49.629936	77.494804	496.7865	6.1103144	187.78261	35.161434	11.67875	58.762146	8.253255	139200	-1.9868216e-08	4405.439	-0.0028183039	-66.223724	0.5242427	0.0058228946	0.074999996	4068.2130086421967
116	54.662975	93.19556	594.56635	-10.0	179.95	39.005436	17.780151	66.99776	-65.002846	140400	-1.4901161e-08	5753.6147	-0.008406916	-85.50489	0.63575065	0.00516534	0.0475	4106.056903839111
117	53.910538	59.60871	274.91095	6.291215	189.63414	49.530594	13.183289	78.22526	-6.360629	141600	2.9802322e-08	2329.465	-0.0062049576	-123.95755	0.56478876	0.008948046	0.123333335	4142.078599691391
118	49.86219	37.976166	173.83707	6.6259356	185.67442	53.56463	12.0391445	71.762474	8.449761	142800	3.8494665e-08	934.4406	-0.008101248	-41.48309	0.63273984	0.008610605	0.08583333	4179.634775161743
119	63.92256	69.1736	369.0544	4.5680833	188.25533	40.900925	11.22714	64.18014	-8.641609	144000	2.9802322e-08	3711.7717	-0.004057055	-298.52713	0.3958938	0.0023813627	0.013333333	4216.691551446915
